player,element,assists,bonus,bps,clean_sheets,creativity,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,goals_conceded,goals_scored,ict_index,influence,minutes,own_goals,penalties_missed,penalties_saved,red_cards,saves,selected,starts,threat,total_points,transfers_in,transfers_out,yellow_cards,Involved,price_start,price_end,profit_or_loss,Net Transfers,90s completed,expected_assists_per90,expected_goal_involvements_per90,expected_goals_per90,expected_goals_conceded_per90,goals_per_90,goals_conceded_per_90,saves_per_90,assists_per_90,bonus_points_per_90,full_name,first_name,second_name,now_cost,element_type,goals_conceded_per90,projected_points_per_90
Cheikhou Kouyaté,583,0,2,144,2,82.8,0.33,0.69,0.36,17.06,23,1,32.2,158.8,871,0,0,0,0,0,14802.0,10,81.0,35,32400,41155,3,21,£4.5,£4.4,£-0.1,-8755,9.677777777777775,0.0340987370838117,0.0712973593570608,0.0371986222732491,1.7628013777267508,0.1033295063145809,2.376578645235362,0.0,0.0,0.2066590126291619,Cheikhou Kouyaté,Cheikhou,Kouyaté,£4.4,MID,2.376578645235362,2.4024684270952923
Chris Mepham,71,0,6,369,5,54.4,0.5499999999999999,1.51,0.96,42.46,52,0,74.4,556.4,2197,2,0,0,0,0,13068.0,24,134.0,43,31111,35797,7,26,£4.5,£4.3,£-0.2,-4686,24.41111111111111,0.0225307237141556,0.0618570778334091,0.0393263541192535,1.7393718707328174,0.0,2.130177514792899,0.0,0.0,0.2457897132453345,Chris Mepham,Chris,Mepham,£4.3,DEF,2.130177514792899,2.740668918123783
Chris Wood,354,0,7,163,4,82.1,0.37,3.08,2.71,11.8,9,3,39.3,145.2,807,0,0,0,0,0,74537.0,9,169.0,53,139359,247535,0,25,£6.0,£5.6,£-0.4,-108176,8.966666666666667,0.041263940520446,0.3434944237918215,0.3022304832713754,1.3159851301115242,0.3345724907063197,1.003717472118959,0.0,0.0,0.7806691449814126,Chris Wood,Chris,Wood,£5.6,FWD,1.003717472118959,3.3355018587360594
Christian Eriksen,519,9,8,426,13,564.3,3.49,8.28,4.79,26.02,25,1,132.8,420.8,2046,0,0,0,0,0,298162.0,25,344.0,103,676275,933099,3,28,£6.5,£6.2,£-0.3,-256824,22.73333333333333,0.1535190615835777,0.3642228739002932,0.2107038123167155,1.144574780058651,0.0439882697947214,1.099706744868035,0.0,0.3958944281524926,0.3519061583577712,Christian Eriksen,Christian,Eriksen,£6.2,MID,1.099706744868035,3.460850439882698
Christian Nørgaard,79,6,6,309,6,173.70000000000002,1.74,3.38,1.64,25.13,23,1,82.3,379.2,1763,0,0,0,0,0,22340.0,21,269.0,71,76465,83181,6,22,£5.5,£5.3,£-0.2,-6716,19.58888888888889,0.088825865002836,0.1725467952353942,0.0837209302325581,1.282870107770845,0.0510493477027793,1.1741349971639252,0.0,0.3062960862166761,0.3062960862166761,Christian Nørgaard,Christian,Nørgaard,£5.3,MID,1.1741349971639252,2.9296086216676116
Christian Pulisic,140,1,0,102,3,166.7,0.38,2.0500000000000003,1.67,14.13,11,1,49.1,117.2,805,0,0,0,0,0,55767.0,8,210.0,39,124807,158266,1,24,£6.0,£5.6,£-0.4,-33459,8.944444444444445,0.0424844720496894,0.2291925465838509,0.1867080745341614,1.579751552795031,0.1118012422360248,1.2298136645962732,0.0,0.1118012422360248,0.0,Christian Pulisic,Christian,Pulisic,£5.6,MID,1.2298136645962732,2.977701863354037
Clément Lenglet,513,2,6,387,5,136.1,0.78,1.76,0.98,28.57,35,0,64.7,380.8,2018,0,0,0,0,0,35988.0,24,130.0,63,50641,75040,4,26,£5.0,£4.8,£-0.2,-24399,22.42222222222222,0.0347869177403369,0.0784935579781962,0.0437066402378592,1.2741823587710606,0.0,1.5609514370664024,0.0,0.089197224975223,0.267591674925669,Clément Lenglet,Clément,Lenglet,£4.8,DEF,1.5609514370664024,3.2962876767201275
Cody Gakpo,680,3,4,256,6,271.1,1.87,8.3,6.43,19.56,19,7,101.3,331.8,1455,0,0,0,0,0,478599.0,17,415.0,90,2806709,1256031,0,21,£8.0,£7.6,£-0.4,1550678,16.166666666666668,0.1156701030927835,0.51340206185567,0.3977319587628865,1.209896907216495,0.4329896907216494,1.1752577319587627,0.0,0.1855670103092783,0.2474226804123711,Cody Gakpo,Cody,Gakpo,£7.6,MID,1.1752577319587627,4.528659793814432
Conor Coady,475,1,5,397,7,59.5,0.49,1.33,0.8400000000000001,36.88,28,1,54.0,392.6,2094,0,0,0,0,0,448124.0,23,88.0,77,1072199,1117537,2,24,£5.0,£4.7,£-0.3,-45338,23.266666666666666,0.0210601719197707,0.0571633237822349,0.0361031518624641,1.5851002865329515,0.0429799426934097,1.2034383954154728,0.0,0.0429799426934097,0.2148997134670487,Conor Coady,Conor,Coady,£4.7,DEF,1.2034383954154728,3.343484667914349
Conor Gallagher,148,1,7,279,4,343.5,1.73,4.28,2.55,30.95,23,3,104.3,379.8,1608,0,0,0,1,0,66082.0,18,321.0,66,134102,219235,9,35,£6.0,£5.6,£-0.4,-85133,17.866666666666667,0.0968283582089552,0.2395522388059701,0.1427238805970149,1.732276119402985,0.167910447761194,1.287313432835821,0.0,0.0559701492537313,0.3917910447761193,Conor Gallagher,Conor,Gallagher,£5.6,MID,1.287313432835821,3.0057835820895518
Craig Dawson,459,1,7,390,7,37.2,0.27,1.8,1.53,35.83,31,1,64.0,455.6,2134,0,0,0,0,0,60164.0,25,145.0,75,287891,184844,6,25,£5.0,£4.8,£-0.2,103047,23.711111111111112,0.0113870665417057,0.0759137769447047,0.064526710402999,1.5111059044048734,0.0421743205248359,1.3074039362699157,0.0,0.0421743205248359,0.2952202436738519,Craig Dawson,Craig,Dawson,£4.8,DEF,1.3074039362699157,3.3828196616784134
Cristian Romero,443,2,3,447,8,136.2,1.02,2.52,1.5,34.11,41,0,77.3,546.2,2363,0,0,0,1,0,161116.0,26,91.0,66,261291,400773,9,27,£5.0,£4.9,£-0.1,-139482,26.25555555555556,0.0388489208633093,0.0959796868387642,0.0571307659754549,1.299153618281845,0.0,1.561574269995768,0.0,0.0761743546339399,0.1142615319509098,Cristian Romero,Cristian,Romero,£4.9,DEF,1.561574269995768,3.3090633654714634
Cristiano Ronaldo dos Santos Aveiro,326,0,3,42,3,83.2,0.25,2.14,1.89,5.95,8,1,35.6,63.8,519,0,0,0,0,0,252734.0,4,218.0,20,218768,562405,2,10,£10.5,£10.2,£-0.3,-343637,5.766666666666667,0.0433526011560693,0.3710982658959538,0.3277456647398844,1.0317919075144508,0.1734104046242774,1.3872832369942196,0.0,0.0,0.5202312138728323,Cristiano Ronaldo dos Santos Aveiro,Cristiano Ronaldo,dos Santos Aveiro,£10.2,FWD,1.3872832369942196,3.067341040462428
Crysencio Summerville,240,4,4,235,1,222.6,1.11,3.94,2.83,28.93,38,4,88.6,311.8,1411,0,0,0,0,0,59574.0,12,357.0,74,354552,336471,4,28,£4.5,£4.2,£-0.3,18081,15.677777777777775,0.0708008504606661,0.2513111268603827,0.1805102763997165,1.8452870304748408,0.2551381998582566,2.4238128986534373,0.0,0.2551381998582566,0.2551381998582566,Crysencio Summerville,Crysencio,Summerville,£4.2,MID,2.4238128986534373,3.5780297661233167
Curtis Jones,291,1,4,206,4,214.4,1.36,2.51,1.15,15.6,15,3,71.6,266.2,1029,0,0,0,0,0,3883.0,12,236.0,52,54249,11052,2,18,£5.0,£4.9,£-0.1,43197,11.433333333333334,0.1189504373177842,0.219533527696793,0.1005830903790087,1.3644314868804663,0.2623906705539358,1.3119533527696792,0.0,0.0874635568513119,0.3498542274052478,Curtis Jones,Curtis,Jones,£4.9,MID,1.3119533527696792,3.2170553935860053
César Azpilicueta,127,0,4,242,3,206.7,1.25,1.6,0.35,27.38,21,0,55.8,259.2,1521,1,0,0,0,0,156541.0,16,93.0,45,290103,335914,3,25,£5.0,£4.7,£-0.3,-45811,16.9,0.0739644970414201,0.0946745562130177,0.0207100591715976,1.6201183431952664,0.0,1.242603550295858,0.0,0.0,0.2366863905325444,César Azpilicueta,César,Azpilicueta,£4.7,DEF,1.2426035502958581,3.1460910271146822
Dan Burn,358,0,6,584,14,230.4,1.28,3.4,2.12,36.33,30,1,104.8,550.2,3109,0,0,0,0,0,316726.0,35,265.0,129,1006031,582057,5,38,£4.5,£4.5,£0.0,423974,34.544444444444444,0.037053715020907,0.0984239305242843,0.0613702155033773,1.0516886458668382,0.0289482148600836,0.8684464458025088,0.0,0.0,0.1736892891605017,Dan Burn,Dan,Burn,£4.5,DEF,0.8684464458025088,3.864436355318703
Dango Ouattara,705,3,4,163,1,261.0,1.68,5.2,3.52,25.86,23,1,81.0,276.8,1239,0,0,0,0,0,4013.0,15,274.0,49,15457,12604,1,19,£5.0,£5.0,£0.0,2853,13.766666666666667,0.1220338983050847,0.3777239709443099,0.2556900726392251,1.8784503631961256,0.072639225181598,1.6707021791767551,0.0,0.2179176755447942,0.2905569007263922,Dango Ouattara,Dango,Ouattara,£5.0,MID,1.6707021791767553,3.330750605326876
Daniel Amartey,257,0,4,328,5,79.8,0.44,1.51,1.07,27.56,27,0,48.9,358.4,1608,0,0,0,0,0,63977.0,18,50.0,51,262932,220244,1,20,£4.5,£3.9,£-0.6,42688,17.866666666666667,0.0246268656716417,0.0845149253731343,0.0598880597014925,1.542537313432836,0.0,1.5111940298507462,0.0,0.0,0.2238805970149253,Daniel Amartey,Daniel,Amartey,£3.9,DEF,1.5111940298507462,3.08557287990975
Daniel Castelo Podence,483,1,10,249,6,512.8,2.19,6.07,3.88,28.24,31,6,146.8,376.0,1760,0,0,0,0,0,97747.0,20,580.0,92,284370,332065,5,32,£5.5,£5.1,£-0.4,-47695,19.55555555555556,0.1119886363636363,0.3103977272727272,0.1984090909090909,1.444090909090909,0.3068181818181817,1.5852272727272727,0.0,0.0511363636363636,0.5113636363636364,Daniel Castelo Podence,Daniel,Castelo Podence,£5.1,MID,1.5852272727272727,3.5077556818181814
Daniel Iversen,548,0,2,183,1,0.0,0.0,0.0,0.0,21.24,22,0,25.6,255.8,1080,1,0,0,0,38,412644.0,12,0.0,29,943701,695964,0,12,£4.0,£3.9,£-0.1,247737,12.0,0.0,0.0,0.0,1.7700000000000002,0.0,1.8333333333333333,3.1666666666666665,0.0,0.1666666666666666,Daniel Iversen,Daniel,Iversen,£3.9,GK,1.8333333333333333,2.6604254698102068
Daniel James,231,1,2,152,1,121.4,0.75,2.77,2.02,19.98,18,2,48.1,144.60000000000002,802,0,0,0,0,0,16191.0,7,218.0,45,40818,40551,0,24,£6.0,£5.9,£-0.1,267,8.911111111111111,0.0841645885286783,0.3108478802992518,0.2266832917705735,2.24214463840399,0.2244389027431421,2.0199501246882794,0.0,0.112219451371571,0.2244389027431421,Daniel James,Daniel,James,£5.9,MID,2.0199501246882794,3.4223815461346625
Danilo dos Santos de Oliveira,703,2,5,178,1,108.1,0.5599999999999999,2.14,1.58,20.32,18,3,47.1,253.8,976,0,0,0,0,0,3963.0,12,113.0,48,29148,10539,1,13,£4.5,£4.5,£0.0,18609,10.844444444444443,0.051639344262295,0.1973360655737704,0.1456967213114754,1.8737704918032787,0.2766393442622951,1.6598360655737705,0.0,0.1844262295081967,0.4610655737704918,Danilo dos Santos de Oliveira,Danilo,dos Santos de Oliveira,£4.5,MID,1.6598360655737705,3.4099385245901637
Danny Ings,30,2,13,317,5,186.0,1.27,9.7,8.43,26.29,26,8,118.6,398.4,1579,0,0,0,0,0,162441.0,15,604.0,97,648827,652962,4,35,£7.0,£6.3,£-0.7,-4135,17.544444444444444,0.0723875870804306,0.5528815706143129,0.4804939835338822,1.4984800506649778,0.4559848005066498,1.4819506016466115,0.0,0.1139962001266624,0.7409753008233059,Danny Ings,Danny,Ings,£6.3,FWD,1.4819506016466117,4.152533248891704
Danny Ward,254,0,12,485,6,0.0,0.0,0.0,0.0,42.87,46,0,63.0,631.4,2340,0,0,1,0,77,2749261.0,26,0.0,91,2427733,3064178,0,26,£4.0,£3.8,£-0.2,-636445,26.0,0.0,0.0,0.0,1.648846153846154,0.0,1.7692307692307692,2.9615384615384617,0.0,0.4615384615384615,Danny Ward,Danny,Ward,£3.8,GK,1.7692307692307692,2.7254713943419
Danny Welbeck,103,5,5,296,6,390.6,1.65,10.24,8.59,26.45,28,6,155.4,378.2,1844,0,0,0,0,0,144076.0,21,782.0,91,828978,563194,0,31,£6.5,£6.5,£0.0,265784,20.488888888888887,0.0805314533622559,0.4997830802603037,0.4192516268980477,1.2909436008676791,0.2928416485900217,1.366594360086768,0.0,0.2440347071583514,0.2440347071583514,Danny Welbeck,Danny,Welbeck,£6.5,FWD,1.366594360086768,3.9110357917570497
Darwin Núñez Ribeiro,297,5,8,310,7,336.9,2.66,14.81,12.15,28.62,22,9,186.0,458.2000000000001,1684,0,0,0,1,0,1046106.0,19,1078.0,100,4785038,5243009,1,29,£9.0,£8.6,£-0.4,-457971,18.711111111111112,0.1421615201900237,0.7915083135391924,0.6493467933491687,1.5295724465558194,0.4809976247030879,1.175771971496437,0.0,0.2672209026128266,0.4275534441805225,Darwin Núñez Ribeiro,Darwin,Núñez Ribeiro,£8.6,FWD,1.175771971496437,4.874762470308789
David De Gea Quintana,327,0,5,729,17,13.0,0.22,0.22,0.0,50.24,43,0,80.7,792.2,3420,0,0,1,0,101,1046773.0,38,0.0,161,2805046,1406000,0,38,£5.0,£5.1,£0.1,1399046,38.0,0.0057894736842105,0.0057894736842105,0.0,1.322105263157895,0.0,1.131578947368421,2.6578947368421053,0.0,0.131578947368421,David De Gea Quintana,David,De Gea Quintana,£5.1,GK,1.131578947368421,3.1868784301345596
David Raya Martin,81,0,20,822,12,20.1,0.12,0.23,0.11,50.12,46,0,115.2,1125.4,3420,1,0,0,0,154,1162023.0,38,4.0,166,2879874,1601888,1,38,£4.5,£4.8,£0.3,1277986,38.0,0.0031578947368421,0.0060526315789473,0.0028947368421052,1.3189473684210526,0.0,1.2105263157894737,4.052631578947368,0.0,0.5263157894736842,David Raya Martin,David,Raya Martin,£4.8,GK,1.2105263157894737,3.144335092346686
Davinson Sánchez,435,0,1,166,2,29.9,0.2,0.8500000000000001,0.65,12.76,17,0,26.3,180.6,848,0,0,0,0,0,67803.0,8,52.0,28,76352,108921,1,18,£4.5,£4.2,£-0.3,-32569,9.422222222222222,0.0212264150943396,0.0902122641509434,0.0689858490566037,1.3542452830188678,0.0,1.804245283018868,0.0,0.0,0.1061320754716981,Davinson Sánchez,Davinson,Sánchez,£4.2,DEF,1.8042452830188678,3.0842785302776927
Dean Henderson,398,0,12,367,6,0.0,0.01,0.01,0.0,26.97,31,0,47.5,474.4,1620,0,0,2,0,54,902806.0,18,0.0,82,1358223,1593508,2,18,£4.5,£4.6,£0.1,-235285,18.0,0.0005555555555555,0.0005555555555555,0.0,1.4983333333333333,0.0,1.7222222222222223,3.0,0.0,0.6666666666666666,Dean Henderson,Dean,Henderson,£4.6,GK,1.7222222222222223,2.805175370880499
Declan Rice,467,3,12,622,9,522.4,1.85,4.25,2.4000000000000004,48.28,50,4,152.7,777.6,3272,0,1,0,0,0,401852.0,36,226.0,116,441299,717912,5,37,£5.0,£4.7,£-0.3,-276613,36.355555555555554,0.0508863080684596,0.11690097799511,0.0660146699266503,1.32799511002445,0.1100244498777506,1.3753056234718828,0.0,0.0825183374083129,0.3300733496332518,Declan Rice,Declan,Rice,£4.7,MID,1.3753056234718828,2.6402047677261606
Dejan Kulusevski,446,7,5,310,8,627.6,4.76,7.44,2.68,30.15,40,2,154.7,409.2,2062,0,0,0,0,0,623564.0,23,514.0,96,2082978,2399076,2,30,£8.0,£7.8,£-0.2,-316098,22.91111111111111,0.2077594568380213,0.324733268671193,0.1169738118331716,1.3159553831231814,0.08729388942774,1.7458777885548011,0.0,0.3055286129970902,0.2182347235693501,Dejan Kulusevski,Dejan,Kulusevski,£7.8,MID,1.7458777885548011,3.280601357904946
Demarai Gray,189,1,4,284,7,605.2,3.82,9.99,6.17,46.59,39,4,168.5,410.4,2501,0,0,0,0,0,77306.0,27,670.0,91,234016,262867,3,33,£5.5,£5.1,£-0.4,-28851,27.788888888888888,0.1374650139944022,0.3594962015193922,0.22203118752499,1.6765693722510997,0.1439424230307877,1.40343862455018,0.0,0.0359856057576969,0.1439424230307877,Demarai Gray,Demarai,Gray,£5.1,MID,1.40343862455018,3.1751099560175926
Deniz Undav,123,2,4,173,2,105.7,1.25,6.140000000000001,4.89,9.03,9,5,59.5,157.6,614,1,0,0,0,0,39305.0,6,333.0,52,195567,113901,2,22,£5.5,£5.0,£-0.5,81666,6.822222222222222,0.1832247557003257,0.9000000000000001,0.7167752442996742,1.323615635179153,0.7328990228013029,1.3192182410423454,0.0,0.2931596091205212,0.5863192182410424,Deniz Undav,Deniz,Undav,£5.0,FWD,1.3192182410423454,5.613925081433225
Dennis Praet,549,1,0,115,2,66.9,0.43,1.47,1.04,11.82,10,1,22.7,96.4,635,0,0,0,0,0,2196.0,6,64.0,34,1919,3165,1,22,£5.0,£4.8,£-0.2,-1246,7.055555555555555,0.0609448818897637,0.2083464566929133,0.1474015748031496,1.6752755905511811,0.1417322834645669,1.4173228346456694,0.0,0.1417322834645669,0.0,Dennis Praet,Dennis,Praet,£4.8,MID,1.4173228346456694,3.026850393700787
Diego Da Silva Costa,625,0,3,40,6,144.3,0.6,3.82,3.22,21.15,17,1,73.3,96.8,1235,0,0,0,1,0,36550.0,16,504.0,33,183647,164159,5,23,£5.5,£5.3,£-0.2,19488,13.72222222222222,0.0437246963562753,0.2783805668016195,0.2346558704453441,1.5412955465587044,0.0728744939271255,1.2388663967611335,0.0,0.0,0.2186234817813765,Diego Da Silva Costa,Diego,Da Silva Costa,£5.3,FWD,1.2388663967611337,2.680647773279352
Diego Llorente,228,0,2,115,1,5.8,0.03,0.75,0.72,11.0,12,0,14.6,99.0,648,0,0,0,0,0,27975.0,7,40.0,16,29037,43790,1,8,£4.5,£4.4,£-0.1,-14753,7.2,0.0041666666666666,0.1041666666666666,0.0999999999999999,1.5277777777777777,0.0,1.6666666666666663,0.0,0.0,0.2777777777777778,Diego Llorente,Diego,Llorente,£4.4,DEF,1.6666666666666665,3.118035991155225
Diogo Dalot Teixeira,342,2,19,502,10,418.6,1.53,4.0200000000000005,2.49,34.27,34,1,116.0,469.4,2152,0,0,0,0,0,673622.0,24,272.0,102,2706034,2745482,6,26,£4.5,£4.8,£0.3,-39448,23.91111111111111,0.0639869888475836,0.1681226765799256,0.104135687732342,1.433224907063197,0.0418215613382899,1.4219330855018588,0.0,0.0836431226765799,0.7946096654275093,Diogo Dalot Teixeira,Diogo,Dalot Teixeira,£4.8,DEF,1.4219330855018588,3.618888175794738
Diogo Teixeira da Silva,288,4,9,282,5,237.9,1.7,8.08,6.38,17.76,19,7,87.5,304.2,1125,0,0,0,0,0,114758.0,12,337.0,80,1121457,771566,2,22,£9.0,£8.6,£-0.4,349891,12.5,0.136,0.6464,0.5104,1.4208,0.56,1.52,0.0,0.32,0.72,Diogo Teixeira da Silva,Diogo,Teixeira da Silva,£8.6,FWD,1.52,4.824800000000001
Dominic Calvert-Lewin,191,1,2,89,4,122.4,0.72,6.62,5.9,23.13,22,2,66.4,138.4,1166,0,0,0,0,0,36025.0,15,409.0,40,167822,197221,3,17,£8.0,£7.9,£-0.1,-29399,12.955555555555556,0.0555746140651801,0.5109777015437392,0.4554030874785592,1.7853344768439108,0.1543739279588336,1.69811320754717,0.0,0.0771869639794168,0.1543739279588336,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,£7.9,FWD,1.6981132075471699,3.4186963979416807
Dominic Solanke,66,10,14,339,8,279.9,2.3000000000000003,11.39,9.09,51.51,52,6,184.4,524.8,2865,0,0,0,0,0,302160.0,32,1046.0,130,2034357,1760809,2,33,£6.0,£5.6,£-0.4,273548,31.83333333333333,0.0722513089005235,0.3578010471204189,0.2855497382198953,1.6181151832460734,0.1884816753926701,1.6335078534031415,0.0,0.3141361256544502,0.4397905759162304,Dominic Solanke,Dominic,Solanke,£5.6,FWD,1.6335078534031415,3.5276439790575913
Douglas Luiz Soares de Paulo,46,7,17,594,13,655.4,2.92,5.71,2.79,42.8,35,6,155.79999999999998,661.6,2922,0,0,0,1,0,57184.0,33,242.0,142,215750,173027,6,37,£5.0,£4.8,£-0.2,42723,32.46666666666667,0.0899383983572895,0.1758726899383983,0.0859342915811088,1.3182751540041069,0.1848049281314168,1.0780287474332648,0.0,0.2156057494866529,0.5236139630390143,Douglas Luiz Soares de Paulo,Douglas Luiz,Soares de Paulo,£4.8,MID,1.0780287474332648,3.1351642710472274
Duje Caleta-Car,623,0,2,182,1,16.2,0.14,0.97,0.8300000000000001,15.36,15,1,34.9,262.4,942,0,0,0,0,0,3381.0,9,69.0,28,5624,5258,2,13,£4.5,£4.4,£-0.1,366,10.466666666666669,0.0133757961783439,0.0926751592356688,0.0792993630573248,1.4675159235668789,0.0955414012738853,1.4331210191082802,0.0,0.0,0.1910828025477706,Duje Caleta-Car,Duje,Caleta-Car,£4.4,DEF,1.4331210191082802,3.48270708023173
Dwight McNeil,534,5,14,505,5,726.6,5.45,8.96,3.51,51.3,46,7,189.2,699.4,2490,0,0,0,0,0,32437.0,28,462.0,126,362544,122698,5,36,£5.5,£5.2,£-0.3,239846,27.666666666666668,0.1969879518072289,0.323855421686747,0.126867469879518,1.85421686746988,0.253012048192771,1.6626506024096386,0.0,0.180722891566265,0.5060240963855421,Dwight McNeil,Dwight,McNeil,£5.2,MID,1.6626506024096386,3.5162650602409635
Eberechi Eze,169,5,21,580,9,800.4,2.92,10.17,7.25,32.64,35,10,208.9,692.8,2631,0,0,0,0,0,399252.0,30,597.0,159,2812222,1450362,3,38,£5.5,£5.7,£0.2,1361860,29.23333333333333,0.0998859749144811,0.3478905359179019,0.2480045610034207,1.116533637400228,0.3420752565564424,1.1972633979475484,0.0,0.1710376282782212,0.7183580387685291,Eberechi Eze,Eberechi,Eze,£5.7,MID,1.1972633979475484,3.8815849486887113
Eddie Nketiah,11,2,5,161,2,128.2,1.26,9.15,7.89,14.65,16,4,93.1,213.4,1071,0,0,0,0,0,367666.0,9,598.0,63,2608630,1986336,3,30,£7.0,£6.3,£-0.7,622294,11.9,0.1058823529411764,0.7689075630252101,0.6630252100840336,1.23109243697479,0.3361344537815126,1.3445378151260503,0.0,0.1680672268907563,0.4201680672268907,Eddie Nketiah,Eddie,Nketiah,£6.3,FWD,1.3445378151260503,4.409243697478992
Ederson Santana de Moraes,307,1,8,581,11,13.1,0.22,0.22,0.0,28.08,32,0,49.2,479.0,3150,0,0,0,0,46,1607270.0,35,0.0,121,2526775,2193629,3,35,£5.5,£5.4,£-0.1,333146,35.0,0.0062857142857142,0.0062857142857142,0.0,0.8022857142857144,0.0,0.9142857142857144,1.3142857142857145,0.0285714285714285,0.2285714285714285,Ederson Santana de Moraes,Ederson,Santana de Moraes,£5.4,GK,0.9142857142857143,3.7504975361668667
Edouard Mendy,147,0,0,132,1,0.0,0.0,0.0,0.0,14.24,14,0,20.2,200.4,855,0,0,0,0,25,964466.0,9,0.0,24,684797,1819978,1,10,£5.0,£4.8,£-0.2,-1135181,9.5,0.0,0.0,0.0,1.4989473684210526,0.0,1.4736842105263157,2.631578947368421,0.0,0.0,Edouard Mendy,Edouard,Mendy,£4.8,GK,1.4736842105263157,2.9048902149558176
Emerson Leite de Souza Junior,445,2,9,402,7,178.9,0.97,2.58,1.61,22.24,27,2,78.7,376.2,1729,0,0,0,1,0,266754.0,20,230.0,86,966521,991644,2,26,£5.0,£4.8,£-0.2,-25123,19.211111111111112,0.0504916136495083,0.1342972816657027,0.0838056680161943,1.1576633892423365,0.1041064198958935,1.4054366685945632,0.0,0.1041064198958935,0.468478889531521,Emerson Leite de Souza Junior,Emerson,Leite de Souza Junior,£4.8,DEF,1.4054366685945632,3.9145922505849327
Emerson Palmieri dos Santos,545,0,2,209,2,188.8,0.77,1.57,0.8,23.26,28,1,59.4,224.8,1317,0,0,0,0,0,160585.0,16,178.0,39,516972,458999,2,22,£4.0,£4.0,£0.0,57973,14.633333333333333,0.0526195899772209,0.1072892938496583,0.0546697038724373,1.5895216400911163,0.0683371298405467,1.913439635535308,0.0,0.0,0.1366742596810934,Emerson Palmieri dos Santos,Emerson,Palmieri dos Santos,£4.0,DEF,1.9134396355353076,3.151140093935774
Emiliano Buendía Stati,42,3,8,370,11,546.3,3.95,10.27,6.32,36.65,34,5,156.6,438.2,2404,0,0,0,0,0,65593.0,27,580.0,117,286209,269181,0,38,£6.0,£5.7,£-0.3,17028,26.711111111111112,0.1478785357737105,0.3844841930116472,0.2366056572379367,1.3720881863560732,0.1871880199667221,1.2728785357737105,0.0,0.1123128119800332,0.2995008319467554,Emiliano Buendía Stati,Emiliano,Buendía Stati,£5.7,MID,1.2728785357737105,3.4497712146422623
Emiliano Martínez Romero,31,0,15,678,11,23.0,0.21,0.21,0.0,43.46,38,0,83.5,813.0,3139,1,0,1,0,98,565453.0,36,0.0,135,1098021,1026678,7,36,£5.0,£5.0,£0.0,71343,34.87777777777778,0.0060210258043963,0.0060210258043963,0.0,1.2460656259955398,0.0,1.089518955081236,2.8098120420516084,0.0,0.4300732717425931,Emiliano Martínez Romero,Emiliano,Martínez Romero,£5.0,GK,1.089518955081236,3.2570565428917377
Emmanuel Dennis,585,2,3,113,1,96.8,0.4,2.13,1.73,13.59,17,2,54.6,166.4,709,0,0,0,0,0,13574.0,6,286.0,39,58332,54458,3,19,£6.0,£5.6,£-0.4,3874,7.877777777777778,0.0507757404795486,0.2703808180535966,0.2196050775740479,1.7251057827926657,0.2538787023977433,2.157968970380818,0.0,0.2538787023977433,0.3808180535966149,Emmanuel Dennis,Emmanuel,Dennis,£5.6,FWD,2.157968970380818,3.40394922425952
Enzo Fernández,724,2,1,265,3,307.3,2.64,3.42,0.78,24.91,25,0,67.1,298.2,1547,0,0,0,0,0,123921.0,18,64.0,42,344937,235692,3,18,£5.0,£5.0,£0.0,109245,17.18888888888889,0.1535875888817065,0.1989657401422107,0.0453781512605042,1.449191984486102,0.0,1.4544279250161605,0.0,0.1163542340012928,0.0581771170006464,Enzo Fernández,Enzo,Fernández,£5.0,MID,1.4544279250161603,2.5183581124757595
Eric Dier,430,1,5,569,9,112.3,0.55,2.31,1.76,43.12,52,2,100.1,653.2,2816,0,0,0,0,0,729253.0,31,235.0,96,1660604,1621143,3,33,£5.0,£5.0,£0.0,39461,31.288888888888888,0.017578125,0.073828125,0.05625,1.378125,0.0639204545454545,1.6619318181818183,0.0,0.0319602272727272,0.1598011363636363,Eric Dier,Eric,Dier,£5.0,DEF,1.6619318181818183,3.3184643442002493
Erling Haaland,318,9,40,1040,13,371.0,3.11,31.65,28.54,25.24,26,36,358.1,1390.0,2767,0,0,0,0,0,8656127.0,33,1825.0,272,7882481,2870781,5,35,£11.5,£12.4,£0.9,5011700,30.744444444444444,0.1011564871702204,1.0294542826165525,0.9282977954463316,0.8209613299602457,1.170943259848211,0.845681243223708,0.0,0.2927358149620527,1.3010480664980124,Erling Haaland,Erling,Haaland,£12.4,FWD,0.845681243223708,6.789320563787495
Ethan Pinnock,92,0,6,575,10,104.9,1.11,3.84,2.73,40.17,34,3,113.8,751.6,2700,1,0,0,0,0,53053.0,30,279.0,112,332178,175729,0,30,£4.5,£4.4,£-0.1,156449,30.0,0.037,0.128,0.091,1.339,0.1,1.1333333333333333,0.0,0.0,0.2,Ethan Pinnock,Ethan,Pinnock,£4.4,DEF,1.1333333333333333,3.7966318335061366
